provider,arm,probe_type,event,probe_id,rep,delay_s,prefix_tokens_target,t_iso,cache_creation,cache_read,input_tokens,latency_ms,est_cost_usd,note
anthropic,anthropic-5m,ttl,write,anthropic-5m-d480-r0,0,480,4832,2027-01-15T08:00:48+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d480-r0,0,480,4832,2027-01-15T08:00:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d480-r0,0,480,4832,2027-01-15T08:00:52+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d480-r0,0,480,4832,2027-01-15T08:00:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d720-r0,0,720,4832,2027-01-15T08:00:56+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d720-r0,0,720,4832,2027-01-15T08:00:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d720-r0,0,720,4832,2027-01-15T08:01:00+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d720-r0,0,720,4832,2027-01-15T08:01:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d1200-r0,0,1200,4832,2027-01-15T08:01:04+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d1200-r0,0,1200,4832,2027-01-15T08:01:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d1200-r0,0,1200,4832,2027-01-15T08:01:08+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d1200-r0,0,1200,4832,2027-01-15T08:01:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d2400-r0,0,2400,4832,2027-01-15T08:01:12+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d2400-r0,0,2400,4832,2027-01-15T08:01:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d2400-r0,0,2400,4832,2027-01-15T08:01:16+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d2400-r0,0,2400,4832,2027-01-15T08:01:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d3600-r0,0,3600,4832,2027-01-15T08:01:20+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d3600-r0,0,3600,4832,2027-01-15T08:01:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d3600-r0,0,3600,4832,2027-01-15T08:01:24+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d3600-r0,0,3600,4832,2027-01-15T08:01:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d7200-r0,0,7200,4832,2027-01-15T08:01:28+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d7200-r0,0,7200,4832,2027-01-15T08:01:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d7200-r0,0,7200,4832,2027-01-15T08:01:32+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d7200-r0,0,7200,4832,2027-01-15T08:01:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d30-r1,1,30,4832,2027-01-15T08:01:36+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d30-r1,1,30,4832,2027-01-15T08:01:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d30-r1,1,30,4832,2027-01-15T08:01:40+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d30-r1,1,30,4832,2027-01-15T08:01:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d120-r1,1,120,4832,2027-01-15T08:01:44+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d120-r1,1,120,4832,2027-01-15T08:01:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d120-r1,1,120,4832,2027-01-15T08:01:48+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d120-r1,1,120,4832,2027-01-15T08:01:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d240-r1,1,240,4832,2027-01-15T08:01:52+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d240-r1,1,240,4832,2027-01-15T08:01:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d240-r1,1,240,4832,2027-01-15T08:01:56+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d240-r1,1,240,4832,2027-01-15T08:01:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d285-r1,1,285,4832,2027-01-15T08:02:00+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d285-r1,1,285,4832,2027-01-15T08:02:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d285-r1,1,285,4832,2027-01-15T08:02:04+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d30-r1,1,30,4832,2027-01-15T08:02:06+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-inmem,ttl,write,openai-inmem-d285-r1,1,285,4832,2027-01-15T08:02:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d120-r0,0,120,4832,2027-01-15T08:02:08+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-24h,ttl,read,openai-24h-d30-r1,1,30,4832,2027-01-15T08:02:08+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d315-r1,1,315,4832,2027-01-15T08:02:08+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d120-r0,0,120,4832,2027-01-15T08:02:10+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d30-r1,1,30,4832,2027-01-15T08:02:10+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-24h,ttl,write,openai-24h-d315-r1,1,315,4832,2027-01-15T08:02:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d120-r0,0,120,4832,2027-01-15T08:02:12+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-inmem,ttl,read,openai-inmem-d30-r1,1,30,4832,2027-01-15T08:02:12+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d315-r1,1,315,4832,2027-01-15T08:02:12+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d120-r0,0,120,4832,2027-01-15T08:02:14+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
openai,openai-inmem,ttl,write,openai-inmem-d315-r1,1,315,4832,2027-01-15T08:02:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d360-r1,1,360,4832,2027-01-15T08:02:16+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d360-r1,1,360,4832,2027-01-15T08:02:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d360-r1,1,360,4832,2027-01-15T08:02:20+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d360-r1,1,360,4832,2027-01-15T08:02:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d480-r1,1,480,4832,2027-01-15T08:02:24+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d480-r1,1,480,4832,2027-01-15T08:02:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d480-r1,1,480,4832,2027-01-15T08:02:28+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d480-r1,1,480,4832,2027-01-15T08:02:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d720-r1,1,720,4832,2027-01-15T08:02:32+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d720-r1,1,720,4832,2027-01-15T08:02:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d720-r1,1,720,4832,2027-01-15T08:02:36+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d720-r1,1,720,4832,2027-01-15T08:02:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d1200-r1,1,1200,4832,2027-01-15T08:02:40+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d1200-r1,1,1200,4832,2027-01-15T08:02:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d1200-r1,1,1200,4832,2027-01-15T08:02:44+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d1200-r1,1,1200,4832,2027-01-15T08:02:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d2400-r1,1,2400,4832,2027-01-15T08:02:48+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d2400-r1,1,2400,4832,2027-01-15T08:02:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d2400-r1,1,2400,4832,2027-01-15T08:02:52+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d2400-r1,1,2400,4832,2027-01-15T08:02:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d3600-r1,1,3600,4832,2027-01-15T08:02:56+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d3600-r1,1,3600,4832,2027-01-15T08:02:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d3600-r1,1,3600,4832,2027-01-15T08:03:00+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d3600-r1,1,3600,4832,2027-01-15T08:03:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d7200-r1,1,7200,4832,2027-01-15T08:03:04+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d7200-r1,1,7200,4832,2027-01-15T08:03:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d7200-r1,1,7200,4832,2027-01-15T08:03:08+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d7200-r1,1,7200,4832,2027-01-15T08:03:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d30-r2,2,30,4832,2027-01-15T08:03:12+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d30-r2,2,30,4832,2027-01-15T08:03:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d30-r2,2,30,4832,2027-01-15T08:03:16+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d30-r2,2,30,4832,2027-01-15T08:03:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d120-r2,2,120,4832,2027-01-15T08:03:20+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d120-r2,2,120,4832,2027-01-15T08:03:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d120-r2,2,120,4832,2027-01-15T08:03:24+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d120-r2,2,120,4832,2027-01-15T08:03:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d240-r2,2,240,4832,2027-01-15T08:03:28+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d240-r2,2,240,4832,2027-01-15T08:03:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d240-r2,2,240,4832,2027-01-15T08:03:32+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d240-r2,2,240,4832,2027-01-15T08:03:34+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d285-r2,2,285,4832,2027-01-15T08:03:36+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d285-r2,2,285,4832,2027-01-15T08:03:38+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d285-r2,2,285,4832,2027-01-15T08:03:40+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d30-r2,2,30,4832,2027-01-15T08:03:42+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-inmem,ttl,write,openai-inmem-d285-r2,2,285,4832,2027-01-15T08:03:42+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d120-r1,1,120,4832,2027-01-15T08:03:44+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-24h,ttl,read,openai-24h-d30-r2,2,30,4832,2027-01-15T08:03:44+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d315-r2,2,315,4832,2027-01-15T08:03:44+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d120-r1,1,120,4832,2027-01-15T08:03:46+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d30-r2,2,30,4832,2027-01-15T08:03:46+00:00,0,4832,7,0.0,0.000490,d_act=30.0
openai,openai-24h,ttl,write,openai-24h-d315-r2,2,315,4832,2027-01-15T08:03:46+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d120-r1,1,120,4832,2027-01-15T08:03:48+00:00,0,4832,7,0.0,0.000490,d_act=120.0
openai,openai-inmem,ttl,read,openai-inmem-d30-r2,2,30,4832,2027-01-15T08:03:48+00:00,0,4736,4840,0.0,0.001483,d_act=30.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d315-r2,2,315,4832,2027-01-15T08:03:48+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d120-r1,1,120,4832,2027-01-15T08:03:50+00:00,0,4736,4840,0.0,0.001483,d_act=120.0
openai,openai-inmem,ttl,write,openai-inmem-d315-r2,2,315,4832,2027-01-15T08:03:50+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d360-r2,2,360,4832,2027-01-15T08:03:52+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d360-r2,2,360,4832,2027-01-15T08:03:54+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d360-r2,2,360,4832,2027-01-15T08:03:56+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d360-r2,2,360,4832,2027-01-15T08:03:58+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d480-r2,2,480,4832,2027-01-15T08:04:00+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d480-r2,2,480,4832,2027-01-15T08:04:02+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d480-r2,2,480,4832,2027-01-15T08:04:04+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d480-r2,2,480,4832,2027-01-15T08:04:06+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d720-r2,2,720,4832,2027-01-15T08:04:08+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d720-r2,2,720,4832,2027-01-15T08:04:10+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d720-r2,2,720,4832,2027-01-15T08:04:12+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d720-r2,2,720,4832,2027-01-15T08:04:14+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d240-r0,0,240,4832,2027-01-15T08:04:16+00:00,0,4832,7,0.0,0.000490,d_act=240.0
anthropic,anthropic-5m,ttl,write,anthropic-5m-d1200-r2,2,1200,4832,2027-01-15T08:04:16+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d240-r0,0,240,4832,2027-01-15T08:04:18+00:00,0,4736,4840,0.0,0.001483,d_act=240.0
openai,openai-24h,ttl,write,openai-24h-d1200-r2,2,1200,4832,2027-01-15T08:04:18+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d240-r0,0,240,4832,2027-01-15T08:04:20+00:00,0,4832,7,0.0,0.000490,d_act=240.0
anthropic,anthropic-1h,ttl,write,anthropic-1h-d1200-r2,2,1200,4832,2027-01-15T08:04:20+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d240-r0,0,240,4832,2027-01-15T08:04:22+00:00,0,4736,4840,0.0,0.001483,d_act=240.0
openai,openai-inmem,ttl,write,openai-inmem-d1200-r2,2,1200,4832,2027-01-15T08:04:22+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d2400-r2,2,2400,4832,2027-01-15T08:04:24+00:00,4832,0,7,0.0,0.006047,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d2400-r2,2,2400,4832,2027-01-15T08:04:26+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d2400-r2,2,2400,4832,2027-01-15T08:04:28+00:00,4832,0,7,0.0,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d2400-r2,2,2400,4832,2027-01-15T08:04:30+00:00,0,0,4840,0.0,0.002904,model=gpt-4o-mini
